Sector,Dep,Impactado,Saldo,Desembolso_mes,Saldo Promedio,Deuda Sistea,Pasivo,Turismo,Sector de Impacto,Venta,Venta Formal,Pasivo_desembolso,Deuda rezagada va,Deuda rezagada vr,pasivo rezagada va,pasivo rezagada vr,Pasivo_desembolso da,Pasivo_desembolso dr
COMERCIO,Lambayeque,0,60997.17719,0,20332.3924,95984.62,2558.31,0,3,29050,3642.5,2528.565,-8400.1,-0.080472506,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Arequipa,0,49700.57025,0,16566.85675,222448.38,9200.75,0,4,184000,0,9200.75,-5622.84,-0.024653878,-31299.29,-0.772821212,-31299.29,-0.772821212
COMERCIO,La Libertad,0,340095.9282,0,113365.3094,275749.54,28738.94,0,4,113500,21694,28738.94,-18693.72,-0.063488361,10831.09,0.604823583,10831.09,0.604823583
INDUSTRIA,Arequipa,0,136368.2466,0,45456.0822,111898.24,2558.31,0,3,28925,0,2528.565,-2956.95,-0.025745027,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,345187.5999,0,115062.5333,115085.95,525.07,0,3,40000,0,525.07,-4324.2,-0.036213002,-11633.62,-0.956815249,-11633.62,-0.956815249
SERVICIO,La Libertad,0,29893.05254,0,9964.350847,29753.99,4349.26,0,2,32096,16923.42,4349.26,-6582.54,-0.181154887,283.46,0.069718137,283.46,0.069718137
INDUSTRIA,Callao,0,166099.122,0,55366.37399,63934.04,8488.27,0,1,50007.5,17767,8488.27,794.14,0.012577467,1165.59,0.159175329,1165.59,0.159175329
SERVICIO,Junín,0,441318.3186,0,147106.1062,337123.5,522.21,0,2,56250,6585.42,522.21,-3008.51,-0.008845125,-5248.3,-0.909503666,-5248.3,-0.909503666
SERVICIO,Huánuco,0,24080.10741,0,8026.70247,10985.24,2558.31,0,3,28900,3675.92,2528.565,1.29,0.000117444,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,184711.5256,0,61570.50854,61490.71,612.54,0,1,25350,13429.25,612.54,-1277.05,-0.020345636,-0.42,-0.0006852,-0.42,-0.0006852
COMERCIO,Lima,0,18577.53756,0,6192.51252,39959.64,620.49,0,4,25045,0,620.49,502.05,0.012723788,-4176.75,-0.870656878,-4176.75,-0.870656878
COMERCIO,Junín,0,27400.11374,0,9133.371247,9957.97,0.35,0,3,145000,0,0.35,-567.71,-0.053935708,-11000.5,-0.999968184,-11000.5,-0.999968184
COMERCIO,Junín,0,301918.8118,0,100639.6039,160381.71,0.13,0,4,85840,0,0.13,-1916.36,-0.011807657,-0.65,-0.833333333,-0.65,-0.833333333
COMERCIO,Ica,0,1471206.428,0,490402.1425,518184.49,15238.49,0,4,49300,4125.33,15238.49,-1443.36,-0.00277768,-19406.04,-0.560147302,-19406.04,-0.560147302
COMERCIO,Lima,0,288934.8437,0,96311.61458,171179.18,779470.46,0,1,136280,8260.67,779470.46,4027.11,0.024092493,-425996.32,-0.353387026,-425996.32,-0.353387026
SERVICIO,Lima,0,148270.504,0,49423.50133,48420.07,10308.82,0,4,95000,56355.5,10308.82,-1059.77,-0.021418218,-125263.73,-0.923960861,-125263.73,-0.923960861
COMERCIO,Lima,0,172468.6604,0,57489.55348,58374.45,0.03,0,4,14410,0,0.03,-2184.45,-0.036071494,0.01,0.5,0.01,0.5
SERVICIO,Cusco,0,414504.0751,0,138168.0251,270699.65,4.65,0,2,10250,0,4.65,-5876.13,-0.021246004,-12576.52,-0.9996304,-12576.52,-0.9996304
COMERCIO,Ica,0,170034.9007,0,56678.30023,69482.67,16798.89,0,4,60500,54705.67,16798.89,-3775.6,-0.051538209,-27128,-0.617571606,-27128,-0.617571606
SERVICIO,Callao,0,100528.6012,0,33509.53373,90707.28,0.03,0,3,36403.7,58631.58,0.03,6320.64,0.074900956,-14127.64,-0.999997877,-14127.64,-0.999997877
SERVICIO,Ica,0,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Cajamarca,0,532715.9975,0,177571.9992,230794.4,0.03,0,1,275600,48863.58,0.03,-33547.16,-0.126908383,-274.99,-0.999890917,-274.99,-0.999890917
COMERCIO,La Libertad,0,32199.20628,0,10733.06876,8034,60335.74,0,3,107560,0,60335.74,-4996.86,-0.383463563,-32542.47,-0.350377877,-32542.47,-0.350377877
COMERCIO,Lambayeque,0,501727.2813,0,167242.4271,222995.25,19803.83,0,4,120350,134548.67,19803.83,-8753.64,-0.03777209,-19244.86,-0.492842654,-19244.86,-0.492842654
COMERCIO,Lima,0,64942.08342,0,21647.36114,5542.14,77913.13,0,3,30050,19359.67,77913.13,-31435.34,-0.850121209,-52497.54,-0.402555558,-52497.54,-0.402555558
COMERCIO,Moquegua,0,239887.4151,0,79962.47169,79884.59,2558.31,0,3,16830,0,2528.565,-567.9,-0.007058824,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,293205.9475,0,97735.31583,95801.39,3061.55,0,4,45465,20705.58,3061.55,-5533.32,-0.05460439,-19412.82,-0.863775937,-19412.82,-0.863775937
INDUSTRIA,San Martín,0,189971.24,0,63323.74666,140899.48,2558.31,0,3,49410,8000,2528.565,-161.84,-0.001147302,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,La Libertad,0,239810.6772,0,79936.89239,176910.62,4567.04,0,3,32140.8,12232.83,4567.04,65840.03,0.59277645,-38503.09,-0.893962707,-38503.09,-0.893962707
COMERCIO,Lima,0,143085.4,0,47695.13333,99657.34,2558.31,0,4,35800,0,2528.565,-1720.13,-0.016967577,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Loreto,0,71662.73018,0,23887.57673,148159.15,250.01,0,4,20000,9945.67,250.01,-3515.28,-0.023176484,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Madre de Dios,0,3732384.16,0,1244128.053,1270597.73,5204.78,0,1,152200,86690.58,5204.78,-4121.12,-0.003232964,5203.13,3153.412121,5203.13,3153.412121
COMERCIO,Lima,0,49845.98792,0,16615.32931,186501.54,2558.31,0,3,85970,32844.33,2528.565,-2835.29,-0.014974847,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,684927.9103,0,228309.3034,326467.31,29054.33,0,3,297710,127386.08,29054.33,-1445.7,-0.004408791,22402.84,3.368093465,22402.84,3.368093465
COMERCIO,Junín,0,46662.63188,0,15554.21063,24736.38,2558.31,0,3,110290,75000,2528.565,-2363.76,-0.087223166,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Ica,0,2207912.952,0,735970.9838,736000,15549.66,1,4,46625,8000,15549.66,-10129.41,-0.013575943,-196660.62,-0.926725227,-196660.62,-0.926725227
COMERCIO,Arequipa,0,49372.5439,0,16457.51463,19884.37,2558.31,0,1,13900,5000,2528.565,-193.54,-0.00963945,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,24507.44607,0,8169.14869,144163.17,452.46,0,3,85100,5000,452.46,-94.74,-0.00065674,-657.42,-0.592334306,-657.42,-0.592334306
SERVICIO,Lima,0,24930.73242,0,8310.24414,33107.16,1002.24,0,4,15080,8849.83,1002.24,-184.65,-0.005546409,-9577.8,-0.90527068,-9577.8,-0.90527068
COMERCIO,Lima,0,171278.565,0,57092.855,119957.79,2558.31,0,4,14840,0,2528.565,-588.61,-0.00488285,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,San Martín,0,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Puno,0,13460.87049,0,4486.95683,4590.85,2558.31,0,3,104075,8647.08,2528.565,-195.62,-0.040869367,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Ica,0,128644.0497,0,42881.34989,141845.91,76268.68,0,1,66011,18390.33,76268.68,-535.28,-0.003759485,-99514.73,-0.566121285,-99514.73,-0.566121285
COMERCIO,Piura,0,1177848.423,0,392616.1408,391591.87,1334.86,0,1,334000,0,1334.86,-7914.07,-0.019809643,-599.01,-0.309746777,-599.01,-0.309746777
COMERCIO,Áncash,0,41306.33229,0,13768.77743,86558.34,4987.61,0,4,17510,13669.67,4987.61,14402.08,0.199595711,4434.2,8.012504292,4434.2,8.012504292
COMERCIO,Huánuco,0,71142.94133,0,23714.31378,23720.37,14.13,0,2,27600,19721,14.13,-1126.98,-0.045356145,-0.63,-0.042682927,-0.63,-0.042682927
SERVICIO,Lima,0,166097.8143,0,55365.9381,57244.2,2558.31,0,4,54600,9944,2528.565,49.67,0.00086844,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Áncash,0,156119.2919,0,52039.76397,53451.34,2558.31,0,4,50850,48168.33,2528.565,474.38,0.008954459,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,San Martín,0,52909.70605,0,17636.56868,36310.68,0.08,0,3,86500,28422.33,0.08,-11236.81,-0.236328143,-10171.71,-0.999992135,-10171.71,-0.999992135
COMERCIO,Puno,0,172116.2709,0,57372.09028,77893.55,2558.31,0,4,24078,0,2528.565,-6366.01,-0.075552376,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,213202.2093,0,71067.40311,956782.76,0.19,0,4,97000,0,0.19,82941.46,0.09491593,0.01,0.055555556,0.01,0.055555556
INDUSTRIA,La Libertad,0,39974.53094,0,13324.84365,14354.93,650,0,3,69500,8333,650,-2824.94,-0.164433142,-2401.02,-0.786956493,-2401.02,-0.786956493
COMERCIO,Ayacucho,0,7582.57698,0,2527.52566,72581.63,190974.81,0,4,12200,0,190974.81,-2923.43,-0.038718332,-110211.72,-0.36592513,-110211.72,-0.36592513
INDUSTRIA,Lima,0,336890.7974,128751.8279,198131.4844,99580.56,127216.66,0,4,29240,15543.33,-1535.16787,8778.63,0.096678892,101586.37,3.96352792,-27165.45787,-1.059896625
COMERCIO,Lima,0,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Junín,0,78030.02445,0,26010.00815,26022.12,2235.35,0,4,69500,8333,2235.35,-4137.31,-0.137181306,-3761.56,-0.6272497,-3761.56,-0.6272497
COMERCIO,Arequipa,0,391490.0437,0,130496.6812,154315.88,64190.06,0,3,200700,126718.08,64190.06,-10701.23,-0.064849215,-89251.6,-0.581664719,-89251.6,-0.581664719
COMERCIO,Moquegua,0,86272.7029,0,28757.56763,42103.45,2558.31,0,3,6010,0,2528.565,-8778.24,-0.172522571,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,San Martín,0,302623.2978,0,100874.4326,114873.53,2558.31,0,1,64616,0,2528.565,-1427.47,-0.012273927,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Tacna,0,274261.9996,0,91420.66652,433709.14,358.93,0,4,1.00E+05,86237.58,358.93,-25148.77,-0.054807315,-25141.07,-0.985924314,-25141.07,-0.985924314
SERVICIO,Junín,0,224724.0067,0,74908.00224,81381.61,2558.31,0,3,38050,35509.67,2528.565,-1071.81,-0.012998976,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Loreto,0,158995.4537,0,52998.48455,82406.81,12332.82,0,4,45000,31941.67,12332.82,-4620.23,-0.053089591,-18583.74,-0.601093395,-18583.74,-0.601093395
SERVICIO,Lima,0,1626814.458,0,542271.4859,681395.23,0.85,0,3,181600,157947.58,0.85,-20439.31,-0.02912269,-5021.43,-0.999830754,-5021.43,-0.999830754
INDUSTRIA,Lima,0,349983.2268,0,116661.0756,116661.07,2558.31,0,3,31450,5000,2528.565,0,0,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Junín,0,332280.8645,0,110760.2882,263875.43,4292.99,0,1,84050,5000,4292.99,-1770.53,-0.006664999,3692.36,6.147478481,3692.36,6.147478481
COMERCIO,Lambayeque,0,401570.8112,0,133856.9371,175596.83,19354.19,0,1,271900,29792,19354.19,-61281.31,-0.258703948,-13313.69,-0.407546801,-13313.69,-0.407546801
INDUSTRIA,Lima,0,7178.08758,0,2392.69586,70924.65,2451.16,0,3,82000,28000,2451.16,7815.18,0.123835298,-16742.74,-0.872294844,-16742.74,-0.872294844
COMERCIO,Lima,0,48193.03041,0,16064.34347,33428.89,2558.31,0,4,75900,5000,2528.565,-28502.62,-0.460228081,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,718115.1678,0,239371.7226,319686.34,365145.52,0,3,195500,95399.17,365145.52,-34818.49,-0.098217251,124050.93,0.514532201,124050.93,0.514532201
SERVICIO,Lima,0,50376.21555,0,16792.07185,74712.09,3420.13,0,1,66980,0,3420.13,885.43,0.011993364,3090.11,9.363402218,3090.11,9.363402218
SERVICIO,Lima,0,333156.5519,0,111052.184,172571.7,104475.96,0,2,38400,27143.67,104475.96,-10495.92,-0.057333569,46152.18,0.791309823,46152.18,0.791309823
COMERCIO,San Martín,0,706857.775,0,235619.2583,256252.08,2558.31,0,1,255500,53272.67,2528.565,-7506.73,-0.028460585,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Junín,0,653602.6233,0,217867.5411,272811.21,2558.31,0,4,44090,5000,2528.565,-7393.08,-0.026384607,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,0,148263.9283,0,49421.30944,59844.06,17542.69,0,4,134340,134456.5,17542.69,32104.55,1.157358223,-82239.97,-0.824190997,-82239.97,-0.824190997
COMERCIO,Junín,0,105322.8176,0,35107.60586,100569.56,2558.31,0,4,72300,24695.67,2528.565,-5628.1,-0.05299646,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Pasco,0,137138.0452,0,45712.68172,311852.65,635.14,0,2,18800,18508,635.14,-20200.01,-0.060833755,-33115.28,-0.981181271,-33115.28,-0.981181271
INDUSTRIA,Huánuco,0,2067281.752,0,689093.9173,733918.85,651.07,0,1,279500,18106.75,651.07,-1666.44,-0.002265461,246.81,0.610522931,246.81,0.610522931
SERVICIO,Lima,0,243019.7859,0,81006.59528,298953.17,9276.06,0,4,98100,59360.67,9276.06,-10039.51,-0.032491093,-32218.8,-0.776452794,-32218.8,-0.776452794
COMERCIO,Áncash,0,268777.66,0,89592.55334,90701.03,2558.31,0,3,38810,4710.25,2528.565,-2403.98,-0.025820093,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,143110.7626,0,47703.58755,53294.6,0.77,0,4,39979,0,0.77,-2207.1,-0.039766349,-0.27,-0.259615385,-0.27,-0.259615385
INDUSTRIA,La Libertad,0,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,0,320050.9261,0,106683.6421,107851.09,0.03,0,3,100800,14391,0.03,851.06,0.00795383,-11511.36,-0.999997394,-11511.36,-0.999997394
COMERCIO,Lima,0,169026.7937,0,56342.26455,58994.06,0,0,1,50000,8000,0,403.05,0.006879042,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Callao,0,50951.71839,0,16983.90613,28399.36,2558.31,0,1,30110,3550,2528.565,-336.6,-0.011713546,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,La Libertad,0,1293522.109,0,431174.0363,578160.81,2558.31,0,3,176856,3257,2528.565,-470.91,-0.000813834,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Arequipa,0,811567.8642,0,270522.6214,473821.74,91314.71,0,3,129430,83515.25,91314.71,-34273.41,-0.067454708,-164572.96,-0.64314533,-164572.96,-0.64314533
COMERCIO,Lima,0,127793.7536,0,42597.91787,41312.63,1634.51,0,4,68250,45902.33,1634.51,-2489.03,-0.056825015,-35974.81,-0.956539762,-35974.81,-0.956539762
COMERCIO,Lima,0,119495.2319,0,39831.74398,40849.88,2558.31,0,2,17400,4190.25,2528.565,4992.61,0.139235642,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Ica,0,442099.1377,0,147366.3793,148773.89,1938916.18,0,4,1598900,2051159.5,1938916.18,-70163.27,-0.320472185,-1129161.2,-0.368035437,-1129161.2,-0.368035437
COMERCIO,Huánuco,0,161939.4688,0,53979.82293,127699.51,2558.31,0,3,56200,0,2528.565,-5079.91,-0.038258263,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Lima,0,17279.46301,0,5759.821003,5873.35,2558.31,0,1,69500,8333,2528.565,0,0,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Junín,0,457723.1644,0,152574.3881,174901.31,2000.01,0,1,27275,8000,2000.01,-366.17,-0.002089207,-519.99,-0.206345238,-519.99,-0.206345238
COMERCIO,Lima,0,701837.6085,0,233945.8695,1031774.13,96929.31,0,3,264671.75,255926.25,96929.31,132266.49,0.147043209,-312418.51,-0.763210392,-312418.51,-0.763210392
COMERCIO,Puno,0,54422.51381,0,18140.83794,18792.73,0,0,3,78100,16600,0,0,0,-0.01,-1,-0.01,-1
SERVICIO,Lambayeque,0,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lambayeque,0,156156.4686,0,52052.15618,128145.34,2558.31,0,4,21600,0,2528.565,1795.95,0.014214157,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,San Martín,0,160950.4199,0,53650.13995,238808.1,19272.14,0,4,66848,19521,19272.14,28522.81,0.135638636,-91767.93,-0.826439771,-91767.93,-0.826439771
COMERCIO,San Martín,0,441676.8579,0,189097.5687,182741.78,11.49,0,4,40000,4800,11.49,-25916.91,-0.124207192,-121998.08,-0.999905827,3617.56785,-1.003186287
SERVICIO,Lima,0,166272.3849,0,55424.1283,465176.1,789.6,0,4,42030,8000,789.6,-10387.63,-0.021842772,-132.11,-0.143331417,-132.11,-0.143331417
SERVICIO,Lima,0,267107.1793,0,89035.72644,90896.72,358.06,0,2,21600,10759.25,358.06,481.8,0.005328767,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lambayeque,0,332839.6893,0,110946.5631,108813.88,2558.31,0,4,677000,14150.67,2528.565,0,0,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Huánuco,0,46779.01709,0,15593.0057,34535.74,2145.44,0,3,69500,8333,2145.44,-3246.64,-0.085930002,-2111.19,-0.495976864,-2111.19,-0.495976864
COMERCIO,Junín,0,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,33287.19012,0,11095.73004,10899.06,2558.31,0,1,69500,8333,2528.565,1.82E-12,1.67E-16,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Callao,0,270754.3448,0,90251.44828,98683.78,280178.7,0,3,40000,0,280178.7,-1337.39,-0.013371069,-89860.48,-0.242840447,-89860.48,-0.242840447
COMERCIO,Piura,0,80808.95145,0,26936.31715,30250.78,124678.07,0,1,29825,5000,124678.07,7650.77,0.338529496,48172.57,0.629661528,48172.57,0.629661528
COMERCIO,Junín,0,211295.1011,0,105647.5506,110000,0.86,0,3,35250,14306.42,0.86,59417.69,1.17467332,-247603.05,-0.999996527,-137603.2054,-0.99999375
SERVICIO,Ayacucho,0,1060868.021,0,353622.6736,525974.17,0.23,0,4,67375,0,0.23,-11782.05,-0.021909649,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,0,190489.8371,0,63496.61237,72809.81,1695.24,1,4,40100,9969.83,1695.24,954.95,0.013289985,-3796.87,-0.691331747,-3796.87,-0.691331747
SERVICIO,Piura,0,42359.9583,0,14119.9861,86954.05,2558.31,0,1,11012,0,2528.565,-3262.35,-0.036161385,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,174365.5938,0,58121.86461,109062.72,1090155.38,0,3,57377,57377.25,1090155.38,73296.68,2.049337304,941816.35,6.349079875,941816.35,6.349079875
SERVICIO,Lima,0,307756.0003,0,102585.3334,118407.2,4501,0,4,26600,4664.25,4501,-2437.05,-0.020166868,2622.55,1.396124464,2622.55,1.396124464
COMERCIO,Lima,0,23493.84554,0,7831.281847,7816.2,95.09,0,3,11900,0,95.09,-718.62,-0.084198612,-1414.99,-0.937029826,-1414.99,-0.937029826
COMERCIO,San Martín,0,1357848.977,0,452616.3257,450354.81,30570.82,0,4,309000,244799,30570.82,-35156.3,-0.072410907,-25125.23,-0.45111332,-25125.23,-0.45111332
COMERCIO,Ayacucho,0,1130429.208,0,376809.7359,379659.05,2558.31,0,4,97180,49666,2528.565,-10545.88,-0.027026517,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,0,688425.2426,0,229475.0809,229475.11,150,0,4,15100,2768.33,150,0,0,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Huánuco,0,111977.3825,0,37325.79416,115286.9,2558.31,0,1,12245,0,2528.565,-2065.81,-0.017603428,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,San Martín,0,907749.9264,0,302583.3088,307391.95,6350.89,0,3,35102,5451,6350.89,-6187.41,-0.01973156,2422.79,0.616784196,2422.79,0.616784196
SERVICIO,Ica,0,1311277.395,0,437092.465,437021.5,61749.75,0,4,23680,20700,61749.75,-3232.22,-0.007341721,37500.26,1.546434997,37500.26,1.546434997
COMERCIO,Lima,0,205265.9401,0,68421.98005,87001.49,5414.75,0,4,51950,0,5414.75,-3063.23,-0.034011431,-1827.68,-0.252357289,-1827.68,-0.252357289
COMERCIO,Callao,0,817342.9973,0,272447.6658,272402.45,259093.45,0,3,84804,80259.58,259093.45,-2489.06,-0.009054699,234794.45,9.662720688,234794.45,9.662720688
COMERCIO,Lima,0,199653.7761,0,66551.2587,141310.3,2558.31,0,4,69500,8333,2528.565,-2284.65,-0.015910378,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,0,429022.2795,0,143007.4265,141777.77,13056.27,0,2,42000,27162.67,13056.27,-9246.43,-0.061224824,-44847.75,-0.774518764,-44847.75,-0.774518764
COMERCIO,Lima,0,13845.81778,0,4615.272593,4618.7,0.02,0,3,100380,0,0.02,30,0.006537799,-0.01,-0.333333333,-0.01,-0.333333333
COMERCIO,Piura,0,607150.1118,0,202383.3706,421477.61,0.08,0,4,486400,8000,0.08,3609.89,0.008638834,-0.02,-0.2,-0.02,-0.2
SERVICIO,Junín,0,127459.1933,0,55108.23639,88556.87,2.32,0,2,26400,10176,2.32,45213.62,1.043152509,-60000.26,-0.999961335,3062.02222,-1.000758244
SERVICIO,Lima,0,242265.2872,0,80755.09574,82938.03,232177.36,1,2,167200,289696.67,232177.36,-4442.23,-0.050837912,179729.59,3.426829968,179729.59,3.426829968
SERVICIO,Lima,0,13481.81609,0,4493.938697,97860.12,17666.38,0,4,10800,0,17666.38,260.43,0.002668349,7666.26,0.766616801,7666.26,0.766616801
COMERCIO,Callao,0,32214.6558,0,10738.2186,21461.68,3563.1,0,3,69500,8333,3563.1,-2580.98,-0.107350019,-6003.33,-0.627541309,-6003.33,-0.627541309
COMERCIO,Piura,0,332106.4189,0,110702.1396,438301.84,286231.39,0,3,222650,4350,286231.39,-6385.05,-0.01435853,59109.03,0.260251919,59109.03,0.260251919
COMERCIO,Arequipa,0,248026.774,0,82675.59133,226693.35,2558.31,0,3,55700,5600,2528.565,-13346.2,-0.055600004,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Tacna,0,864931.7437,0,288310.5812,477872.72,92822.52,0,2,77100,22127.5,92822.52,-37553.39,-0.072858921,43026.34,0.864049009,43026.34,0.864049009
COMERCIO,Lima,0,2037.08488,0,679.0282933,6202.62,909.17,0,4,11060,0,909.17,-2048.58,-0.248276614,-27936.57,-0.968481654,-27936.57,-0.968481654
SERVICIO,Ayacucho,0,2055502.271,0,685167.4237,688922.71,30.66,0,4,80760,7952.67,30.66,-9386.15,-0.013441259,-11174.05,-0.997263651,-11174.05,-0.997263651
INDUSTRIA,Lima,0,116085.962,0,38695.32068,51691.97,2700.08,0,3,21000,8679.67,2700.08,-1838.48,-0.034344565,-13169.95,-0.829862956,-13169.95,-0.829862956
COMERCIO,Moquegua,0,479108.2878,0,159702.7626,198251.72,204196.67,0,3,15620,0,204196.67,-10109.94,-0.048521115,102608.48,1.010043392,102608.48,1.010043392
INDUSTRIA,Lima,0,121331.6094,0,40443.86981,41073.59,12892.28,0,3,161280,186077,12892.28,-2712.87,-0.061956824,-77261.59,-0.856996932,-77261.59,-0.856996932
COMERCIO,Lima,0,55106.56648,0,18368.85549,56849.94,4923.17,0,3,69500,8333,4923.17,5727.28,0.112030164,-1597,-0.244932264,-1597,-0.244932264
COMERCIO,Lima,0,28911.3349,0,9637.111633,12257.74,651.03,1,4,26795.5,13000,651.03,1435.07,0.132598518,-10537.03,-0.941810287,-10537.03,-0.941810287
COMERCIO,Lima,0,333247.7445,0,111082.5815,109994.8,2558.31,0,3,69500,8333,2528.565,-9986.18,-0.083231359,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Huánuco,0,22225.50034,0,7408.500113,11440.08,170,0,3,17935,5000,170,0,0,69.99,0.699830017,69.99,0.699830017
COMERCIO,Lambayeque,0,443441.9929,0,171763.4934,211297.96,0,0,4,164600,0,0,69567.51,0.490843781,-75000.13,-1,-0.21879,-1
SERVICIO,Moquegua,0,188032.4547,0,62677.48489,62677.49,38302.13,0,3,13500,0,38302.13,0,0,17635.5,0.853332159,17635.5,0.853332159
INDUSTRIA,Lima,0,544509.5798,0,181503.1933,354411.92,5637.78,0,4,154042.68,55375.17,5637.78,-14596.01,-0.039554733,-35865.32,-0.864160027,-35865.32,-0.864160027
COMERCIO,Huánuco,0,76878.55445,0,25626.18482,46914.88,2558.31,0,3,69500,8333,2528.565,3414.46,0.078492576,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Junín,0,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Loreto,0,73221.66326,0,36610.83163,42736.82,117558.58,0,3,69500,8333,117558.58,38874.73,10.06572348,77340.22,1.9230078,117340.1635,537.2311741
SERVICIO,Lima,0,100169.0694,0,33389.68979,41914.4,0,0,2,106350,92973.17,0,-4102.59,-0.08915381,-31325,-1,-31325,-1
INDUSTRIA,Piura,0,374851.8245,0,124950.6082,112303.7,45929.14,0,2,80100,0,45929.14,-72641.04,-0.392771592,28100.72,1.576175567,28100.72,1.576175567
COMERCIO,Lima,0,63892.43316,0,21297.47772,21303.44,2558.31,0,3,69500,8333,2528.565,-1167.29,-0.051947133,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,0,319161.3533,0,106387.1178,130079.87,12611.05,0,4,40100,0,12611.05,2814.95,0.022118821,-10840.79,-0.462257546,-10840.79,-0.462257546
SERVICIO,Lambayeque,0,859080.4993,0,286360.1665,288644.44,0.08,1,4,34250,7576,0.08,-2600.11,-0.008927583,-0.01,-0.111111111,-0.01,-0.111111111
