Sector,Dep,Impactado,Saldo,Desembolso_mes,Saldo Promedio,Deuda Sistea,Pasivo,Turismo,Sector de Impacto,Venta,Venta Formal,Pasivo_desembolso,Deuda rezagada va,Deuda rezagada vr,pasivo rezagada va,pasivo rezagada vr,Pasivo_desembolso da,Pasivo_desembolso dr
SERVICIO,Lima,0,107755.2678,0,35918.42261,53384.9,513365.42,1,4,150480,110872.92,513365.42,39980.16,2.982539012,-290157.39,-0.3611066,-290157.39,-0.3611066
COMERCIO,Piura,0,448589.4143,0,149529.8048,239330.37,204.45,0,4,500064,504948.58,204.45,-20617.2,-0.079312917,74.83,0.577302885,74.83,0.577302885
SERVICIO,Lambayeque,0,268138.1054,0,89379.36846,143424.93,2558.31,0,4,720000,0,2528.565,-7660.01,-0.050700023,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,San Martín,0,459684.3995,0,153228.1332,257073.57,21419.42,0,4,59800,10164.33,21419.42,91820.06,0.555631526,-23220.13,-0.520169446,-23220.13,-0.520169446
INDUSTRIA,Lima,0,793904.9286,0,264634.9762,513823.19,882,0,3,131600,0,882,-16642.5,-0.031373377,-18005.16,-0.953301608,-18005.16,-0.953301608
COMERCIO,Lima,0,161621.3608,0,53873.78692,52090.43,2000.7,0,3,47542.4,0,2000.7,-9833.68,-0.158802121,-800.2,-0.285693884,-800.2,-0.285693884
COMERCIO,Lima,0,290760.6175,0,96920.20584,94493.08,0.12,0,1,139500,0,0.12,-3440.14,-0.035127406,-2849.96,-0.999957896,-2849.96,-0.999957896
COMERCIO,Lima,0,562430.3432,0,208246.2927,243568.34,96050.79,0,3,70575,60705,96050.79,91383.11,0.600472924,-17866.53,-0.156837696,44441.91501,0.861129312
SERVICIO,Lambayeque,0,2806658.576,0,935552.8588,1007764.77,7728.83,0,4,520040,78189.5,7728.83,-28185.78,-0.02720765,-28363.47,-0.785859311,-28363.47,-0.785859311
COMERCIO,Loreto,0,772810.7575,0,257603.5858,558441.47,76361.77,0,1,70138,0,76361.77,-6113.65,-0.010829146,37858.76,0.983267542,37858.76,0.983267542
COMERCIO,Ica,0,110805.3304,0,36935.11015,85744.02,2558.31,0,3,69500,8333,2528.565,-3802.83,-0.04246749,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,0,415393.1547,0,138464.3849,182458.6,14597.41,0,2,25200,0,14597.41,-2521.19,-0.013629543,-2836.91,-0.162719854,-2836.91,-0.162719854
COMERCIO,Tumbes,0,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Piura,0,186399.2717,0,62133.09055,60568.56,19526.97,0,3,42675,0,19526.97,27.51,0.000454402,-63559.2,-0.764979298,-63559.2,-0.764979298
COMERCIO,Junín,0,638398.8922,0,212799.6307,212766.24,1816.33,0,3,43590,5000,1816.33,-1368.75,-0.006391996,-183.71,-0.091853163,-183.71,-0.091853163
COMERCIO,Lima,0,4608.17294,0,1536.057647,5458.15,500,0,3,36880,9426.33,500,2056.13,0.604385042,-1250.08,-0.714298775,-1250.08,-0.714298775
INDUSTRIA,Lima,0,262891.8852,0,87630.62838,88120.8,0,0,4,47100,13375.75,0,-229.08,-0.002592873,-809.83,-1,-809.83,-1
INDUSTRIA,Arequipa,0,186667.3895,0,62222.46318,170016.23,2558.31,0,3,176640,4849.33,2528.565,-2805.07,-0.016231043,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,La Libertad,0,31686.50581,0,10562.1686,101440.66,3.83,1,4,69500,8333,3.83,-3695.82,-0.035152594,-1.53,-0.285447761,-1.53,-0.285447761
INDUSTRIA,La Libertad,0,41232.79286,0,13744.26429,30983.4,2558.31,0,1,39180,2500,2528.565,-1270.61,-0.039393861,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Tacna,0,41829.87695,0,13943.29232,13949.83,0.05,0,4,60000,21843,0.05,-1281.92,-0.084161045,-249.47,-0.999799615,-249.47,-0.999799615
COMERCIO,Lima,0,94345.44286,0,31448.48095,83947.32,0.19,0,3,54450,7979,0.19,-11137.59,-0.117133097,0,0,0,0
SERVICIO,Ica,0,237992.8953,0,79330.9651,96220.93,6414.13,0,3,45000,45808,6414.13,-487.29,-0.005038765,-3336.59,-0.34218909,-3336.59,-0.34218909
SERVICIO,Lima,0,221413.1097,0,73804.36991,248927,29865.84,0,4,59100,31971,29865.84,-696.75,-0.002791201,-27372.01,-0.478215202,-27372.01,-0.478215202
COMERCIO,Arequipa,0,1931.34548,0,643.7818267,410688.35,367261.96,0,3,16780,0,367261.96,-13781.29,-0.032467081,176684.59,0.927101628,176684.59,0.927101628
COMERCIO,Junín,0,94471.21242,0,31490.40414,31450.16,10345.46,0,3,34980,0,10345.46,19577.73,1.649007827,-2197.62,-0.175205771,-2197.62,-0.175205771
INDUSTRIA,Lambayeque,0,1379459.279,0,655134.2487,675612.2,53806.43,0,3,65910,32488.33,53806.43,589657.14,6.860063154,-702748.93,-0.928879719,-109949.7773,-0.67142357
COMERCIO,Lima,0,483378.5264,0,161126.1755,160314.34,2558.31,0,3,186000,5000,2528.565,-1490.84,-0.009213796,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Tumbes,0,2864425.733,0,954808.5776,964293.13,205188.38,0,1,302400,225875.67,205188.38,-15872.18,-0.01619337,79660.12,0.634599094,79660.12,0.634599094
COMERCIO,Lambayeque,0,173271.0077,0,57757.00256,56848.57,0,0,3,93600,85265.25,0,-345.81,-0.006046223,-23400.39,-1,-23400.39,-1
SERVICIO,Áncash,0,30639.47424,0,10213.15808,13751.06,2558.31,0,3,14000,0,2528.565,2174.56,0.187842612,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,0,238155.4733,0,79385.15778,87488.93,7272.74,0,2,84500,77084,7272.74,7555.05,0.094516243,6638.74,10.47119874,6638.74,10.47119874
INDUSTRIA,Lima,0,349915.4269,0,116638.4756,294760.82,88490.04,0,3,74785,0,88490.04,9063.93,0.031725687,-16597.8,-0.157942156,-16597.8,-0.157942156
COMERCIO,Lima,0,175344.3726,0,87672.18632,179331.85,273467.17,0,3,139400,52289.33,273467.17,38922.8,0.277210052,57337.52,0.265292245,145009.5815,1.128851811
COMERCIO,Junín,0,34572.25785,0,17286.12893,30094.51,0,0,3,9750,0,0,-2479.12,-0.076108189,-7000.46,-1,-7000.46,-1
COMERCIO,Arequipa,0,226652.9068,0,75550.96894,75531.01,858.05,0,3,30000,0,858.05,-4044.84,-0.050829994,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Lima,0,829747.7133,0,296300.6512,296935.03,505364.66,0,4,138960,170988.17,505364.66,49494.65,0.200026568,323201.65,1.774244123,323201.65,1.774244123
SERVICIO,La Libertad,0,3294119.785,0,1098039.928,1289170.81,64333.16,0,3,167650,77163.67,64333.16,-10951.04,-0.008423087,-112135.99,-0.635442456,-112135.99,-0.635442456
SERVICIO,Lima,0,63489.76364,0,21163.25455,569696.33,2558.31,1,4,95600,4489.67,2528.565,4293.29,0.007593327,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,0,286305.6367,0,95435.21222,96423.83,4202.15,0,2,46640,26835.67,4202.15,64.4,0.000668331,-13909.9,-0.767991475,-13909.9,-0.767991475
SERVICIO,San Martín,0,117030.3407,0,39010.11355,105952.74,745.5,0,3,53000,24968.67,745.5,876.27,0.008339355,-36499.5,-0.97998389,-36499.5,-0.97998389
COMERCIO,Lima,0,47374.36935,0,15791.45645,16561.05,0,0,3,94950,0,0,48.19,0.002918332,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Arequipa,0,471087.162,0,157029.054,264962.22,0,0,4,115500,0,0,-6621.76,-0.024381998,0,-0.550923754,0,-0.543144434
INDUSTRIA,Áncash,0,1442015.944,0,480671.9814,480797.73,32975.8,0,1,122440,18284.67,32975.8,1580.4,0.003297877,16356.12,0.984141692,16356.12,0.984141692
COMERCIO,Junín,0,143994.1874,0,47998.06245,96322.56,0,0,4,80100,8512,0,-2430.28,-0.024609723,-5649.11,-1,-5649.11,-1
COMERCIO,Lima,0,163799.1991,0,54599.73302,139248.89,0,0,4,52650,0,0,-6620.41,-0.045385904,-20,-1,-20,-1
COMERCIO,Tacna,0,11594.31314,0,3864.771047,25055.6,1066.01,0,4,13200,5000,1066.01,-929.71,-0.035778292,-1143.99,-0.517642534,-1143.99,-0.517642534
SERVICIO,Junín,0,27079.93247,0,9026.644157,9050.35,16852.98,0,4,116000,75380.83,16852.98,380.17,0.043847994,12850.88,3.211034207,12850.88,3.211034207
COMERCIO,Lambayeque,0,192297.7592,0,64099.25305,230632.48,2.09,0,1,47793,0,2.09,-6724.53,-0.028330867,2.06,68.66666667,2.06,68.66666667
COMERCIO,Lima,0,563081.2116,0,187693.7372,187662.88,84712.31,0,4,305059.2,171189.67,84712.31,-5584.01,-0.02889573,-43853.99,-0.341100195,-43853.99,-0.341100195
SERVICIO,Lima,1,656408.6361,0,226225.6396,803825.68,9715.85,0,2,175180,174483.33,9715.85,157987.6,0.244624163,-97150.31,-0.909083942,-97150.31,-0.909083942
INDUSTRIA,Lima,1,2657055.809,0,885685.2695,1132309.13,41077.6,0,3,193035,0,41077.6,28507.47,0.025826624,-15302.23,-0.271413199,-15302.23,-0.271413199
INDUSTRIA,Lima,1,909453.7733,0,303151.2578,331269.15,3304,0,3,184800,8776.17,3304,12,3.62E-05,3304,-0.550923754,3304,-0.543144434
SERVICIO,Arequipa,1,321500.5392,0,107166.8464,368070.41,442395.48,0,3,992481.16,822703.75,442395.48,100468.72,0.375441276,-52360.72,-0.105831357,-52360.72,-0.105831357
COMERCIO,Áncash,1,86459.51749,0,28819.83916,28827.07,2558.31,0,2,69500,8333,2528.565,-1099.71,-0.036746686,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,114275.3485,0,38091.78285,41863.35,2558.31,0,4,26330,5000,2528.565,-2613.05,-0.058751383,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,72354.02387,0,24118.00796,27425.51,2558.31,0,4,16480,1600,2528.565,10590.7,0.629095309,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,595008.3455,0,198336.1152,340486.89,3001.8,0,4,44530,8000,3001.8,-19049.22,-0.052982773,-998.95,-0.249690683,-998.95,-0.249690683
SERVICIO,Ayacucho,1,161998.8628,0,53999.62093,69153.22,2553.05,0,4,38000,5000,2553.05,3871.23,0.059300122,1039.87,0.687208396,1039.87,0.687208396
COMERCIO,Áncash,1,754716.469,0,251572.1563,310341.68,2916.5,0,4,41100,5000,2916.5,2863.1,0.009311543,-3068.86,-0.512727722,-3068.86,-0.512727722
COMERCIO,Áncash,1,1745145.201,0,581715.0669,780051.63,3.5,0,1,566000,157631.33,3.5,-17807.69,-0.022319336,-1496.6,-0.997666822,-1496.6,-0.997666822
SERVICIO,Puno,1,261691.7347,0,87230.57823,85278.93,2558.31,0,3,60000,3714.17,2528.565,-5854.98,-0.064245899,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,4803209.464,0,1601069.821,1951406.69,88167.18,1,4,415800,208767.67,88167.18,3607.16,0.001851915,-271783.73,-0.755057766,-271783.73,-0.755057766
COMERCIO,Cajamarca,1,2607483.217,0,869161.0722,867029.4,0.02,0,3,141145,2587.67,0.02,-28117.57,-0.031411121,-2998.04,-0.999993329,-2998.04,-0.999993329
SERVICIO,La Libertad,1,1508053.481,0,502684.4936,503586.64,8061.07,0,2,72077,47460.58,8061.07,-2846.32,-0.005620329,-4001.11,-0.331707038,-4001.11,-0.331707038
SERVICIO,La Libertad,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Ica,1,171092.2769,0,57030.75896,56774.17,1625.5,1,4,14000,0,1625.5,-1975.18,-0.033620457,1625.5,-0.550923754,1625.5,-0.543144434
COMERCIO,Arequipa,1,232318.4565,0,77439.48549,84811.38,2150.06,0,3,50475,0,2150.06,893.68,0.010649482,-3996.84,-0.650220436,-3996.84,-0.650220436
INDUSTRIA,Lima,1,1409112.45,0,469704.15,551307.13,118.59,0,3,162500,5196.33,118.59,88798.2,0.191992401,-195301.02,-0.999393152,-195301.02,-0.999393152
COMERCIO,Lima,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,125707.7858,0,41902.59527,144803.76,0.83,0,3,160350,122090.5,0.83,2175.13,0.015250304,0.04,0.050632911,0.04,0.050632911
COMERCIO,Áncash,1,3213030.498,0,1071010.166,1264528.65,44607.83,0,3,110150,16493.67,44607.83,-9156.39,-0.007188897,10490.49,0.307482647,10490.49,0.307482647
COMERCIO,Lima,1,19730.03657,0,6576.678857,25460.79,4800.23,0,1,69500,8333,4800.23,76.92,0.003030271,1132.14,0.308645644,1132.14,0.308645644
COMERCIO,Junín,1,636000.5667,0,212000.1889,213126.55,7665.45,0,3,107550,55210.83,7665.45,-7652.86,-0.034662924,380.78,0.052271414,380.78,0.052271414
COMERCIO,Amazonas,1,448201.9112,0,149400.6371,233430.74,2558.31,0,1,52900,1635.33,2528.565,-316.94,-0.001355907,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Arequipa,1,26875.01058,0,8958.33686,24708.65,20.06,0,4,56400,463,20.06,-1769.56,-0.066830802,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Arequipa,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Ucayali,1,419633.3248,0,139877.7749,162305.06,1041.6,0,3,103400,78245.17,1041.6,-6575.79,-0.038937452,-5258.72,-0.834675064,-5258.72,-0.834675064
COMERCIO,Junín,1,71250.23267,0,23750.07756,29951.45,2558.31,0,3,69500,8333,2528.565,51.59,0.001725426,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Lima,1,1001381.955,0,336212.2935,336143.41,1090.96,0,3,116945,8444,1090.96,-5263.71,-0.015417693,-154849.04,-0.993003976,-4849.04573,-0.816336878
SERVICIO,San Martín,1,430590.027,0,143530.009,303437.24,4749.41,0,4,12010,945,4749.41,-323.77,-0.001065871,-12129.74,-0.718622679,-12129.74,-0.718622679
COMERCIO,Lima,1,352409.2537,0,117469.7512,213490.34,490,0,3,82200,0,490,-12087.75,-0.053585656,-5004,-0.910811795,-5004,-0.910811795
COMERCIO,San Martín,1,530915.6174,0,176971.8725,174389.86,1.44,0,3,189000,3030,1.44,-7746.1,-0.042529218,-0.04,-0.027027027,-0.04,-0.027027027
COMERCIO,Cajamarca,1,193532.4867,0,64510.82889,277383.77,2558.31,0,3,22200,0,2528.565,35283.73,0.14574029,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Áncash,1,296118.1593,0,98706.05308,208939.85,2558.31,0,1,143440,0,2528.565,4510.18,0.022062257,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,1195736.862,0,398578.9541,397187.41,1055.6,0,3,289400,26263.83,1055.6,-4174.73,-0.010401405,-6504.4,-0.86037037,-6504.4,-0.86037037
COMERCIO,Tumbes,1,1158080.223,0,386026.741,510762.8,1435.19,0,3,203100,39242.75,1435.19,-12212.31,-0.023351608,-1884.06,-0.567616178,-1884.06,-0.567616178
INDUSTRIA,Lima,1,1620001.363,0,540000.4544,553487.51,2430.05,0,3,194050,48904.42,2430.05,-175663.13,-0.240914731,-6724.95,-0.734565811,-6724.95,-0.734565811
SERVICIO,Ica,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Arequipa,1,108405.0479,0,36135.01596,204606.33,2558.31,0,1,22100,0,2528.565,-6065.9,-0.028793069,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Cajamarca,1,211645.4184,0,70548.47281,173715.83,0.01,0,4,70000,21792.07,0.01,-24616.46,-0.124117258,0.01,-0.550923754,0.01,-0.543144434
INDUSTRIA,Piura,1,365559.84,0,150298.148,256823.86,70621.08,0,3,126720,144346.33,70621.08,53796.04,0.264968811,-27183.92,-0.277939983,58150.56903,4.663046219
INDUSTRIA,Ucayali,1,181956.6392,0,60652.21308,204820.65,4590.53,0,3,28080,14267,4590.53,798.29,0.003912757,-8105.71,-0.638433899,-8105.71,-0.638433899
SERVICIO,Cajamarca,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,192434.4618,0,64144.8206,62803.11,2558.31,0,3,103680,21958.33,2528.565,-3280.23,-0.049637776,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,San Martín,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Lima,1,3023869.557,0,1007956.519,1087169.38,17338.27,0,3,203600,174248.08,17338.27,-8828.42,-0.008055144,-162211.7,-0.903434849,-162211.7,-0.903434849
INDUSTRIA,Lima,1,6023.31791,0,2007.772637,10753.44,890.08,0,3,69500,8333,890.08,28.62,0.002668576,490,1.224755049,490,1.224755049
COMERCIO,Áncash,1,77510.73901,0,25836.913,27132.01,100,0,3,23000,0,100,3559.33,0.150993862,-830,-0.892473118,-830,-0.892473118
SERVICIO,Lima,1,1816716.281,0,605572.0936,890798.56,0,1,3,225000,93774.08,0,-5523.38,-0.006162272,-14443.7,-1,-14443.7,-1
COMERCIO,Áncash,1,307942.5915,0,102647.5305,105745.16,11362.26,0,3,66635,37943.33,11362.26,-494221.22,-0.823748191,-10937.49,-0.490475902,-10937.49,-0.490475902
SERVICIO,Arequipa,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Arequipa,1,190519.1728,0,63506.39094,98031.6,2558.31,0,3,30020,10427.08,2528.565,-3822.73,-0.037531345,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Ica,1,3845.62628,0,1281.875427,10869.73,2558.31,0,3,69500,8333,2528.565,-713.87,-0.061627646,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Tumbes,1,3006757.594,0,1002252.531,2514941.47,57832.16,0,4,1000010,601336,57832.16,-49970.57,-0.019482372,-59753.65,-0.508170586,-59753.65,-0.508170586
COMERCIO,Áncash,1,476821.235,0,158940.4117,189972.65,440.26,0,3,30000,4221.42,440.26,-8296.53,-0.041844779,-62081.19,-0.992958257,-62081.19,-0.992958257
COMERCIO,Lambayeque,1,1238111.551,0,412703.8502,546731.62,477.09,0,1,210185,28316.33,477.09,-14171.09,-0.025264791,477.09,-0.550923754,477.09,-0.543144434
INDUSTRIA,Lima,1,1339200.636,0,446400.2121,451318.3,2558.31,0,4,98400,0,2528.565,0,0,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Madre de Dios,1,1125949.8,0,375316.6,516673.37,2558.31,0,3,44620,8919.33,2528.565,-14298.38,-0.026928702,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Apurímac,1,91072.60152,0,40017.01052,43851.21,0,0,3,12930,0,0,-5370.93,-0.109116142,0,-0.550923754,0,-0.543144434
COMERCIO,La Libertad,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,San Martín,1,572425.408,0,190808.4693,278622.8,21300,0,3,52500,11666.67,21300,0,0,-40200,-0.653658537,-40200,-0.653658537
COMERCIO,San Martín,1,484251.7233,0,161417.2411,318474.1,200,0,3,72000,4500,200,-4115.69,-0.012758277,-6800,-0.971428571,-6800,-0.971428571
SERVICIO,San Martín,1,1404213.22,0,468071.0734,474775.05,3923.8,0,4,98000,73759.42,3923.8,-16580.12,-0.033743656,-10894.99,-0.735214549,-10894.99,-0.735214549
SERVICIO,San Martín,1,1100268.827,0,366756.2755,361489.93,3962.45,0,2,105600,45854.25,3962.45,-41822.28,-0.103697034,-50997.02,-0.927902325,-50997.02,-0.927902325
SERVICIO,San Martín,1,1413753.171,0,471251.057,490288.92,2558.31,1,4,59200,4951,2528.565,-1096.64,-0.00223173,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lambayeque,1,447827.0081,0,149275.6694,158349.35,651,1,4,53850,7991.67,651,-4364.03,-0.026820351,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Ica,1,190686.787,0,63562.26235,63774.18,2459.22,1,4,50000,33114.17,2459.22,552.96,0.00874643,-14627.72,-0.856076044,-14627.72,-0.856076044
SERVICIO,San Martín,1,1562809.357,0,520936.4524,526728.5,74495.21,1,4,197499.68,111491,74495.21,571.86,0.001086863,32113.12,0.757704965,32113.12,0.757704965
COMERCIO,Apurímac,1,622113.2108,0,207371.0703,245978.04,551.71,0,3,48650,5000,551.71,-4775.12,-0.01904311,-115955.34,-0.995264578,-115955.34,-0.995264578
COMERCIO,Junín,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Cajamarca,1,2232113.572,0,744037.8572,765439.2,10200.09,1,4,85540,6745.67,10200.09,-2725.32,-0.003547834,8600.04,5.374857036,8600.04,5.374857036
COMERCIO,San Martín,1,387976.1453,0,129325.3818,282860.73,436267.54,0,1,82300,2328.67,436267.54,40120.06,0.165279514,-256827.32,-0.370551471,-256827.32,-0.370551471
COMERCIO,Cajamarca,1,1427792.961,0,475930.9869,475931.03,2558.31,0,3,206800,16539.83,2528.565,-47.93,-0.000100698,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Cajamarca,1,101096.6599,0,33698.88662,165227.3,2558.31,0,1,32150,8000,2528.565,-4813.6,-0.028308483,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lambayeque,1,435971.6362,0,145323.8787,192420.26,15589.8,0,3,85000,4743.33,15589.8,28348.75,0.172782892,12792.09,4.572343095,12792.09,4.572343095
INDUSTRIA,Lima,1,272935.7232,0,90978.57438,91309.93,6797.31,0,3,150100,0,6797.31,4185.18,0.048036637,6797.31,-0.550923754,6797.31,-0.543144434
INDUSTRIA,Junín,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,San Martín,1,1261778.606,0,420592.8687,538372.9,7856.11,0,3,150000,136247.75,7856.11,-3440.86,-0.006350632,-6330.71,-0.446238833,-6330.71,-0.446238833
SERVICIO,Huánuco,1,89025.15069,0,29675.05023,49811.47,434.45,0,1,40010,8314.33,434.45,24027.87,0.931905165,-365.61,-0.456978227,-365.61,-0.456978227
SERVICIO,Ucayali,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,Junín,1,466256.1798,0,155418.7266,154027.21,2558.31,0,1,68800,11384.5,2528.565,-4174.6,-0.026387814,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Ica,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Puno,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,389608.434,0,129869.478,374402.21,5830,0,3,112000,0,5830,-31925.34,-0.078570454,-17770,-0.752966102,-17770,-0.752966102
COMERCIO,Piura,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Cajamarca,1,878428.0766,0,306118.7395,263325.45,2400.23,0,3,132480,10427.42,2400.23,-88498.58,-0.25154217,-55414.38,-0.958484023,-55414.38,-0.958484023
SERVICIO,Cajamarca,1,2260922.676,0,753640.8919,795552.63,2558.31,0,4,75650,8000,2528.565,-11715.86,-0.014512966,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Arequipa,1,333301.6799,0,111100.56,115351.35,42567.82,0,3,174750,0,42567.82,4827.86,0.043681755,8203.08,0.238706302,8203.08,0.238706302
COMERCIO,Amazonas,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Cajamarca,1,61975.68362,0,20658.56121,22860.68,2558.31,0,3,16175,0,2528.565,-723.75,-0.030687619,-3174.29,-0.550923754,-2548.5,-0.543144434
SERVICIO,Lima,1,231497.5927,0,77165.86422,80029.7,0,0,2,1.00E+05,51422.75,0,99.81,0.001248719,0,-0.550923754,0,-0.543144434
SERVICIO,Amazonas,1,255143.1584,0,85047.71947,139948.02,26.98,0,4,69500,8333,26.98,-523.09,-0.003723826,-4543.02,-0.99409628,-4543.02,-0.99409628
SERVICIO,Lima,1,484403.9221,0,161467.9741,165425.66,78001.87,1,4,108071.25,115955.17,78001.87,-10756.29,-0.061052168,-263464.03,-0.771567615,-263464.03,-0.771567615
SERVICIO,Lima,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Lima,1,177881.1839,0,59293.72796,313519.44,3130.38,0,4,152600,54099.33,3130.38,-780.17,-0.002482249,-7316.39,-0.700349486,-7316.39,-0.700349486
SERVICIO,Cusco,1,1664891.013,0,554963.671,588751.35,30437.39,0,4,131772.6,4380.33,30437.39,-34048,-0.054669293,-40566.19,-0.571325981,-40566.19,-0.571325981
INDUSTRIA,Lima,1,39356.75989,0,13118.91996,13280.52,24628.95,0,2,56300,0,24628.95,-1917.07,-0.126143027,-51047.34,-0.67454866,-51047.34,-0.67454866
COMERCIO,Áncash,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Cusco,1,244225.7127,0,82224.11698,154027.21,2558.31,0,3,69500,8333,2528.565,-2179.09,-0.014269172,-3174.29,-0.550923754,-2548.5,-0.543144434
COMERCIO,Apurímac,1,1916300.207,0,638766.7357,637887.01,4804.09,0,3,27300,5000,4804.09,-3072.99,-0.004794355,-2906.08,-0.376915165,-2906.08,-0.376915165
COMERCIO,Junín,1,120764.2357,0,40254.74524,51848.98,2558.31,0,3,69500,0,2528.565,0,0,-3174.29,-0.550923754,-2548.5,-0.543144434
INDUSTRIA,La Libertad,1,1271380.566,0,423793.5221,476908.34,2558.31,0,3,70000,0,2528.565,-5560.64,-0.011525383,-3174.29,-0.550923754,-2548.5,-0.543144434
